sensor_id,start_time,end_time,start_day,start_hour,start_minute,end_day,end_hour,end_minute,start_minutes,end_minutes
S9,21200,21259,2,12,0,2,12,59,720,779
S17,21200,21259,2,12,0,2,12,59,720,779
S20,21200,21259,2,12,0,2,12,59,720,779
S26,21200,21259,2,12,0,2,12,59,720,779
S29,21200,21259,2,12,0,2,12,59,720,779
S31,21200,21259,2,12,0,2,12,59,720,779
S34,21200,21259,2,12,0,2,12,59,720,779
S44,21200,21259,2,12,0,2,12,59,720,779
S45,21200,21259,2,12,0,2,12,59,720,779
S9,21300,21359,2,13,0,2,13,59,780,839
S14,21300,21359,2,13,0,2,13,59,780,839
S17,21300,21359,2,13,0,2,13,59,780,839
S20,21300,21359,2,13,0,2,13,59,780,839
S26,21300,21359,2,13,0,2,13,59,780,839
S29,21300,21359,2,13,0,2,13,59,780,839
S31,21300,21359,2,13,0,2,13,59,780,839
S34,21300,21359,2,13,0,2,13,59,780,839
S44,21300,21359,2,13,0,2,13,59,780,839
S45,21300,21359,2,13,0,2,13,59,780,839
S48,21300,21359,2,13,0,2,13,59,780,839
S4,21400,21459,2,14,0,2,14,59,840,899
S9,21400,21459,2,14,0,2,14,59,840,899
S14,21400,21459,2,14,0,2,14,59,840,899
S17,21400,21459,2,14,0,2,14,59,840,899
S20,21400,21459,2,14,0,2,14,59,840,899
S26,21400,21459,2,14,0,2,14,59,840,899
S29,21400,21459,2,14,0,2,14,59,840,899
S31,21400,21459,2,14,0,2,14,59,840,899
S34,21400,21459,2,14,0,2,14,59,840,899
S44,21400,21459,2,14,0,2,14,59,840,899
S45,21400,21459,2,14,0,2,14,59,840,899
S48,21400,21459,2,14,0,2,14,59,840,899
S4,21500,21559,2,15,0,2,15,59,900,959
S9,21500,21559,2,15,0,2,15,59,900,959
S14,21500,21559,2,15,0,2,15,59,900,959
S17,21500,21559,2,15,0,2,15,59,900,959
S20,21500,21559,2,15,0,2,15,59,900,959
S26,21500,21559,2,15,0,2,15,59,900,959
S29,21500,21559,2,15,0,2,15,59,900,959
S30,21500,21559,2,15,0,2,15,59,900,959
S31,21500,21559,2,15,0,2,15,59,900,959
S34,21500,21559,2,15,0,2,15,59,900,959
S44,21500,21559,2,15,0,2,15,59,900,959
S45,21500,21559,2,15,0,2,15,59,900,959
S48,21500,21559,2,15,0,2,15,59,900,959
S4,21600,21659,2,16,0,2,16,59,960,1019
S9,21600,21659,2,16,0,2,16,59,960,1019
S14,21600,21659,2,16,0,2,16,59,960,1019
S17,21600,21659,2,16,0,2,16,59,960,1019
S20,21600,21659,2,16,0,2,16,59,960,1019
S26,21600,21659,2,16,0,2,16,59,960,1019
S29,21600,21659,2,16,0,2,16,59,960,1019
S30,21600,21659,2,16,0,2,16,59,960,1019
S31,21600,21659,2,16,0,2,16,59,960,1019
S34,21600,21659,2,16,0,2,16,59,960,1019
S44,21600,21659,2,16,0,2,16,59,960,1019
S45,21600,21659,2,16,0,2,16,59,960,1019
S48,21600,21659,2,16,0,2,16,59,960,1019
S4,21700,21759,2,17,0,2,17,59,1020,1079
S9,21700,21759,2,17,0,2,17,59,1020,1079
S13,21700,21759,2,17,0,2,17,59,1020,1079
S14,21700,21759,2,17,0,2,17,59,1020,1079
S17,21700,21759,2,17,0,2,17,59,1020,1079
S20,21700,21759,2,17,0,2,17,59,1020,1079
S26,21700,21759,2,17,0,2,17,59,1020,1079
S29,21700,21759,2,17,0,2,17,59,1020,1079
S30,21700,21759,2,17,0,2,17,59,1020,1079
S31,21700,21759,2,17,0,2,17,59,1020,1079
S34,21700,21759,2,17,0,2,17,59,1020,1079
S37,21700,21759,2,17,0,2,17,59,1020,1079
S39,21700,21759,2,17,0,2,17,59,1020,1079
S44,21700,21759,2,17,0,2,17,59,1020,1079
S45,21700,21759,2,17,0,2,17,59,1020,1079
S46,21700,21759,2,17,0,2,17,59,1020,1079
S48,21700,21759,2,17,0,2,17,59,1020,1079
S49,21700,21759,2,17,0,2,17,59,1020,1079
S4,21800,21859,2,18,0,2,18,59,1080,1139
S9,21800,21859,2,18,0,2,18,59,1080,1139
S13,21800,21859,2,18,0,2,18,59,1080,1139
S14,21800,21859,2,18,0,2,18,59,1080,1139
S17,21800,21859,2,18,0,2,18,59,1080,1139
S20,21800,21859,2,18,0,2,18,59,1080,1139
S26,21800,21859,2,18,0,2,18,59,1080,1139
S29,21800,21859,2,18,0,2,18,59,1080,1139
S30,21800,21859,2,18,0,2,18,59,1080,1139
S31,21800,21859,2,18,0,2,18,59,1080,1139
S34,21800,21859,2,18,0,2,18,59,1080,1139
S37,21800,21859,2,18,0,2,18,59,1080,1139
S39,21800,21859,2,18,0,2,18,59,1080,1139
S44,21800,21859,2,18,0,2,18,59,1080,1139
S45,21800,21859,2,18,0,2,18,59,1080,1139
S46,21800,21859,2,18,0,2,18,59,1080,1139
S48,21800,21859,2,18,0,2,18,59,1080,1139
S49,21800,21859,2,18,0,2,18,59,1080,1139
S4,21900,21959,2,19,0,2,19,59,1140,1199
S9,21900,21959,2,19,0,2,19,59,1140,1199
S10,21900,21959,2,19,0,2,19,59,1140,1199
S13,21900,21959,2,19,0,2,19,59,1140,1199
S14,21900,21959,2,19,0,2,19,59,1140,1199
S17,21900,21959,2,19,0,2,19,59,1140,1199
S20,21900,21959,2,19,0,2,19,59,1140,1199
S26,21900,21959,2,19,0,2,19,59,1140,1199
S29,21900,21959,2,19,0,2,19,59,1140,1199
S30,21900,21959,2,19,0,2,19,59,1140,1199
S31,21900,21959,2,19,0,2,19,59,1140,1199
S34,21900,21959,2,19,0,2,19,59,1140,1199
S37,21900,21959,2,19,0,2,19,59,1140,1199
S39,21900,21959,2,19,0,2,19,59,1140,1199
S41,21900,21959,2,19,0,2,19,59,1140,1199
S44,21900,21959,2,19,0,2,19,59,1140,1199
S45,21900,21959,2,19,0,2,19,59,1140,1199
S46,21900,21959,2,19,0,2,19,59,1140,1199
S48,21900,21959,2,19,0,2,19,59,1140,1199
S49,21900,21959,2,19,0,2,19,59,1140,1199
S4,22000,22059,2,20,0,2,20,59,1200,1259
S9,22000,22059,2,20,0,2,20,59,1200,1259
S10,22000,22059,2,20,0,2,20,59,1200,1259
S13,22000,22059,2,20,0,2,20,59,1200,1259
S14,22000,22059,2,20,0,2,20,59,1200,1259
S17,22000,22059,2,20,0,2,20,59,1200,1259
S20,22000,22059,2,20,0,2,20,59,1200,1259
S26,22000,22059,2,20,0,2,20,59,1200,1259
S29,22000,22059,2,20,0,2,20,59,1200,1259
S30,22000,22059,2,20,0,2,20,59,1200,1259
S31,22000,22059,2,20,0,2,20,59,1200,1259
S34,22000,22059,2,20,0,2,20,59,1200,1259
S37,22000,22059,2,20,0,2,20,59,1200,1259
S39,22000,22059,2,20,0,2,20,59,1200,1259
S41,22000,22059,2,20,0,2,20,59,1200,1259
S44,22000,22059,2,20,0,2,20,59,1200,1259
S45,22000,22059,2,20,0,2,20,59,1200,1259
S46,22000,22059,2,20,0,2,20,59,1200,1259
S48,22000,22059,2,20,0,2,20,59,1200,1259
S49,22000,22059,2,20,0,2,20,59,1200,1259
S4,22100,22159,2,21,0,2,21,59,1260,1319
S9,22100,22159,2,21,0,2,21,59,1260,1319
S10,22100,22159,2,21,0,2,21,59,1260,1319
S13,22100,22159,2,21,0,2,21,59,1260,1319
S14,22100,22159,2,21,0,2,21,59,1260,1319
S17,22100,22159,2,21,0,2,21,59,1260,1319
S20,22100,22159,2,21,0,2,21,59,1260,1319
S26,22100,22159,2,21,0,2,21,59,1260,1319
S29,22100,22159,2,21,0,2,21,59,1260,1319
S30,22100,22159,2,21,0,2,21,59,1260,1319
S31,22100,22159,2,21,0,2,21,59,1260,1319
S34,22100,22159,2,21,0,2,21,59,1260,1319
S37,22100,22159,2,21,0,2,21,59,1260,1319
S39,22100,22159,2,21,0,2,21,59,1260,1319
S41,22100,22159,2,21,0,2,21,59,1260,1319
S44,22100,22159,2,21,0,2,21,59,1260,1319
S45,22100,22159,2,21,0,2,21,59,1260,1319
S46,22100,22159,2,21,0,2,21,59,1260,1319
S48,22100,22159,2,21,0,2,21,59,1260,1319
S49,22100,22159,2,21,0,2,21,59,1260,1319
S20,31000,31059,3,10,0,3,10,59,600,659
S20,31100,31159,3,11,0,3,11,59,660,719
S6,31200,31259,3,12,0,3,12,59,720,779
S20,31200,31259,3,12,0,3,12,59,720,779
S38,31200,31259,3,12,0,3,12,59,720,779
S44,31200,31259,3,12,0,3,12,59,720,779
S6,31300,31359,3,13,0,3,13,59,780,839
S20,31300,31359,3,13,0,3,13,59,780,839
S26,31300,31359,3,13,0,3,13,59,780,839
S29,31300,31359,3,13,0,3,13,59,780,839
S38,31300,31359,3,13,0,3,13,59,780,839
S44,31300,31359,3,13,0,3,13,59,780,839
S49,31300,31359,3,13,0,3,13,59,780,839
S6,31400,31459,3,14,0,3,14,59,840,899
S20,31400,31459,3,14,0,3,14,59,840,899
S26,31400,31459,3,14,0,3,14,59,840,899
S29,31400,31459,3,14,0,3,14,59,840,899
S32,31400,31459,3,14,0,3,14,59,840,899
S38,31400,31459,3,14,0,3,14,59,840,899
S44,31400,31459,3,14,0,3,14,59,840,899
S49,31400,31459,3,14,0,3,14,59,840,899
S6,31500,31559,3,15,0,3,15,59,900,959
S20,31500,31559,3,15,0,3,15,59,900,959
S26,31500,31559,3,15,0,3,15,59,900,959
S29,31500,31559,3,15,0,3,15,59,900,959
S31,31500,31559,3,15,0,3,15,59,900,959
S32,31500,31559,3,15,0,3,15,59,900,959
S38,31500,31559,3,15,0,3,15,59,900,959
S44,31500,31559,3,15,0,3,15,59,900,959
S49,31500,31559,3,15,0,3,15,59,900,959
S4,31600,31659,3,16,0,3,16,59,960,1019
S6,31600,31659,3,16,0,3,16,59,960,1019
S20,31600,31659,3,16,0,3,16,59,960,1019
S22,31600,31659,3,16,0,3,16,59,960,1019
S26,31600,31659,3,16,0,3,16,59,960,1019
S29,31600,31659,3,16,0,3,16,59,960,1019
S30,31600,31659,3,16,0,3,16,59,960,1019
S31,31600,31659,3,16,0,3,16,59,960,1019
S32,31600,31659,3,16,0,3,16,59,960,1019
S38,31600,31659,3,16,0,3,16,59,960,1019
S44,31600,31659,3,16,0,3,16,59,960,1019
S49,31600,31659,3,16,0,3,16,59,960,1019
S4,31700,31759,3,17,0,3,17,59,1020,1079
S6,31700,31759,3,17,0,3,17,59,1020,1079
S20,31700,31759,3,17,0,3,17,59,1020,1079
S22,31700,31759,3,17,0,3,17,59,1020,1079
S26,31700,31759,3,17,0,3,17,59,1020,1079
S29,31700,31759,3,17,0,3,17,59,1020,1079
S30,31700,31759,3,17,0,3,17,59,1020,1079
S31,31700,31759,3,17,0,3,17,59,1020,1079
S32,31700,31759,3,17,0,3,17,59,1020,1079
S38,31700,31759,3,17,0,3,17,59,1020,1079
S44,31700,31759,3,17,0,3,17,59,1020,1079
S49,31700,31759,3,17,0,3,17,59,1020,1079
S4,31800,31859,3,18,0,3,18,59,1080,1139
S6,31800,31859,3,18,0,3,18,59,1080,1139
S13,31800,31859,3,18,0,3,18,59,1080,1139
S20,31800,31859,3,18,0,3,18,59,1080,1139
S22,31800,31859,3,18,0,3,18,59,1080,1139
S26,31800,31859,3,18,0,3,18,59,1080,1139
S29,31800,31859,3,18,0,3,18,59,1080,1139
S30,31800,31859,3,18,0,3,18,59,1080,1139
S31,31800,31859,3,18,0,3,18,59,1080,1139
S32,31800,31859,3,18,0,3,18,59,1080,1139
S38,31800,31859,3,18,0,3,18,59,1080,1139
S44,31800,31859,3,18,0,3,18,59,1080,1139
S46,31800,31859,3,18,0,3,18,59,1080,1139
S49,31800,31859,3,18,0,3,18,59,1080,1139
S4,31900,31959,3,19,0,3,19,59,1140,1199
S6,31900,31959,3,19,0,3,19,59,1140,1199
S9,31900,31959,3,19,0,3,19,59,1140,1199
S13,31900,31959,3,19,0,3,19,59,1140,1199
S20,31900,31959,3,19,0,3,19,59,1140,1199
S22,31900,31959,3,19,0,3,19,59,1140,1199
S26,31900,31959,3,19,0,3,19,59,1140,1199
S29,31900,31959,3,19,0,3,19,59,1140,1199
S30,31900,31959,3,19,0,3,19,59,1140,1199
S31,31900,31959,3,19,0,3,19,59,1140,1199
S32,31900,31959,3,19,0,3,19,59,1140,1199
S38,31900,31959,3,19,0,3,19,59,1140,1199
S44,31900,31959,3,19,0,3,19,59,1140,1199
S46,31900,31959,3,19,0,3,19,59,1140,1199
S48,31900,31959,3,19,0,3,19,59,1140,1199
S49,31900,31959,3,19,0,3,19,59,1140,1199
S4,32000,32059,3,20,0,3,20,59,1200,1259
S6,32000,32059,3,20,0,3,20,59,1200,1259
S9,32000,32059,3,20,0,3,20,59,1200,1259
S13,32000,32059,3,20,0,3,20,59,1200,1259
S20,32000,32059,3,20,0,3,20,59,1200,1259
S22,32000,32059,3,20,0,3,20,59,1200,1259
S26,32000,32059,3,20,0,3,20,59,1200,1259
S29,32000,32059,3,20,0,3,20,59,1200,1259
S30,32000,32059,3,20,0,3,20,59,1200,1259
S31,32000,32059,3,20,0,3,20,59,1200,1259
S32,32000,32059,3,20,0,3,20,59,1200,1259
S38,32000,32059,3,20,0,3,20,59,1200,1259
S44,32000,32059,3,20,0,3,20,59,1200,1259
S46,32000,32059,3,20,0,3,20,59,1200,1259
S48,32000,32059,3,20,0,3,20,59,1200,1259
S49,32000,32059,3,20,0,3,20,59,1200,1259
S4,32100,32159,3,21,0,3,21,59,1260,1319
S6,32100,32159,3,21,0,3,21,59,1260,1319
S9,32100,32159,3,21,0,3,21,59,1260,1319
S13,32100,32159,3,21,0,3,21,59,1260,1319
S20,32100,32159,3,21,0,3,21,59,1260,1319
S22,32100,32159,3,21,0,3,21,59,1260,1319
S26,32100,32159,3,21,0,3,21,59,1260,1319
S29,32100,32159,3,21,0,3,21,59,1260,1319
S30,32100,32159,3,21,0,3,21,59,1260,1319
S31,32100,32159,3,21,0,3,21,59,1260,1319
S32,32100,32159,3,21,0,3,21,59,1260,1319
S38,32100,32159,3,21,0,3,21,59,1260,1319
S44,32100,32159,3,21,0,3,21,59,1260,1319
S46,32100,32159,3,21,0,3,21,59,1260,1319
S48,32100,32159,3,21,0,3,21,59,1260,1319
S49,32100,32159,3,21,0,3,21,59,1260,1319
S14,41000,41059,4,10,0,4,10,59,600,659
S45,41000,41059,4,10,0,4,10,59,600,659
S46,41000,41059,4,10,0,4,10,59,600,659
S13,41100,41159,4,11,0,4,11,59,660,719
S14,41100,41159,4,11,0,4,11,59,660,719
S45,41100,41159,4,11,0,4,11,59,660,719
S46,41100,41159,4,11,0,4,11,59,660,719
S13,41200,41259,4,12,0,4,12,59,720,779
S14,41200,41259,4,12,0,4,12,59,720,779
S26,41200,41259,4,12,0,4,12,59,720,779
S29,41200,41259,4,12,0,4,12,59,720,779
S45,41200,41259,4,12,0,4,12,59,720,779
S46,41200,41259,4,12,0,4,12,59,720,779
S13,41300,41359,4,13,0,4,13,59,780,839
S14,41300,41359,4,13,0,4,13,59,780,839
S26,41300,41359,4,13,0,4,13,59,780,839
S29,41300,41359,4,13,0,4,13,59,780,839
S30,41300,41359,4,13,0,4,13,59,780,839
S34,41300,41359,4,13,0,4,13,59,780,839
S45,41300,41359,4,13,0,4,13,59,780,839
S46,41300,41359,4,13,0,4,13,59,780,839
S13,41400,41459,4,14,0,4,14,59,840,899
S14,41400,41459,4,14,0,4,14,59,840,899
S23,41400,41459,4,14,0,4,14,59,840,899
S26,41400,41459,4,14,0,4,14,59,840,899
S28,41400,41459,4,14,0,4,14,59,840,899
S29,41400,41459,4,14,0,4,14,59,840,899
S30,41400,41459,4,14,0,4,14,59,840,899
S31,41400,41459,4,14,0,4,14,59,840,899
S34,41400,41459,4,14,0,4,14,59,840,899
S37,41400,41459,4,14,0,4,14,59,840,899
S41,41400,41459,4,14,0,4,14,59,840,899
S45,41400,41459,4,14,0,4,14,59,840,899
S46,41400,41459,4,14,0,4,14,59,840,899
S13,41500,41559,4,15,0,4,15,59,900,959
S14,41500,41559,4,15,0,4,15,59,900,959
S23,41500,41559,4,15,0,4,15,59,900,959
S26,41500,41559,4,15,0,4,15,59,900,959
S28,41500,41559,4,15,0,4,15,59,900,959
S29,41500,41559,4,15,0,4,15,59,900,959
S30,41500,41559,4,15,0,4,15,59,900,959
S31,41500,41559,4,15,0,4,15,59,900,959
S34,41500,41559,4,15,0,4,15,59,900,959
S37,41500,41559,4,15,0,4,15,59,900,959
S39,41500,41559,4,15,0,4,15,59,900,959
S41,41500,41559,4,15,0,4,15,59,900,959
S45,41500,41559,4,15,0,4,15,59,900,959
S46,41500,41559,4,15,0,4,15,59,900,959
S13,41600,41659,4,16,0,4,16,59,960,1019
S14,41600,41659,4,16,0,4,16,59,960,1019
S23,41600,41659,4,16,0,4,16,59,960,1019
S26,41600,41659,4,16,0,4,16,59,960,1019
S28,41600,41659,4,16,0,4,16,59,960,1019
S29,41600,41659,4,16,0,4,16,59,960,1019
S30,41600,41659,4,16,0,4,16,59,960,1019
S31,41600,41659,4,16,0,4,16,59,960,1019
S34,41600,41659,4,16,0,4,16,59,960,1019
S36,41600,41659,4,16,0,4,16,59,960,1019
S37,41600,41659,4,16,0,4,16,59,960,1019
S39,41600,41659,4,16,0,4,16,59,960,1019
S41,41600,41659,4,16,0,4,16,59,960,1019
S45,41600,41659,4,16,0,4,16,59,960,1019
S46,41600,41659,4,16,0,4,16,59,960,1019
S13,41700,41759,4,17,0,4,17,59,1020,1079
S14,41700,41759,4,17,0,4,17,59,1020,1079
S23,41700,41759,4,17,0,4,17,59,1020,1079
S26,41700,41759,4,17,0,4,17,59,1020,1079
S28,41700,41759,4,17,0,4,17,59,1020,1079
S29,41700,41759,4,17,0,4,17,59,1020,1079
S30,41700,41759,4,17,0,4,17,59,1020,1079
S31,41700,41759,4,17,0,4,17,59,1020,1079
S34,41700,41759,4,17,0,4,17,59,1020,1079
S36,41700,41759,4,17,0,4,17,59,1020,1079
S37,41700,41759,4,17,0,4,17,59,1020,1079
S39,41700,41759,4,17,0,4,17,59,1020,1079
S41,41700,41759,4,17,0,4,17,59,1020,1079
S45,41700,41759,4,17,0,4,17,59,1020,1079
S46,41700,41759,4,17,0,4,17,59,1020,1079
S49,41700,41759,4,17,0,4,17,59,1020,1079
S55,41700,41759,4,17,0,4,17,59,1020,1079
S13,41800,41859,4,18,0,4,18,59,1080,1139
S14,41800,41859,4,18,0,4,18,59,1080,1139
S23,41800,41859,4,18,0,4,18,59,1080,1139
S26,41800,41859,4,18,0,4,18,59,1080,1139
S28,41800,41859,4,18,0,4,18,59,1080,1139
S29,41800,41859,4,18,0,4,18,59,1080,1139
S30,41800,41859,4,18,0,4,18,59,1080,1139
S31,41800,41859,4,18,0,4,18,59,1080,1139
S34,41800,41859,4,18,0,4,18,59,1080,1139
S36,41800,41859,4,18,0,4,18,59,1080,1139
S37,41800,41859,4,18,0,4,18,59,1080,1139
S39,41800,41859,4,18,0,4,18,59,1080,1139
S41,41800,41859,4,18,0,4,18,59,1080,1139
S45,41800,41859,4,18,0,4,18,59,1080,1139
S46,41800,41859,4,18,0,4,18,59,1080,1139
S49,41800,41859,4,18,0,4,18,59,1080,1139
S55,41800,41859,4,18,0,4,18,59,1080,1139
S13,41900,41959,4,19,0,4,19,59,1140,1199
S14,41900,41959,4,19,0,4,19,59,1140,1199
S23,41900,41959,4,19,0,4,19,59,1140,1199
S26,41900,41959,4,19,0,4,19,59,1140,1199
S28,41900,41959,4,19,0,4,19,59,1140,1199
S29,41900,41959,4,19,0,4,19,59,1140,1199
S30,41900,41959,4,19,0,4,19,59,1140,1199
S31,41900,41959,4,19,0,4,19,59,1140,1199
S32,41900,41959,4,19,0,4,19,59,1140,1199
S34,41900,41959,4,19,0,4,19,59,1140,1199
S36,41900,41959,4,19,0,4,19,59,1140,1199
S37,41900,41959,4,19,0,4,19,59,1140,1199
S39,41900,41959,4,19,0,4,19,59,1140,1199
S41,41900,41959,4,19,0,4,19,59,1140,1199
S45,41900,41959,4,19,0,4,19,59,1140,1199
S46,41900,41959,4,19,0,4,19,59,1140,1199
S49,41900,41959,4,19,0,4,19,59,1140,1199
S55,41900,41959,4,19,0,4,19,59,1140,1199
S13,42000,42059,4,20,0,4,20,59,1200,1259
